cause,classe,arrondissement,item,nom_doc,url,adresse,code_postal,erreurs,nom_txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,4 rue Pytheas - Arrêté modificatif du 11/02/2020,Arrêté modificatif du 11/02/2020,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_modif-4-rue-pytheas-13001_2020_00380.pdf,4 rue Pytheas,13001.0,True,pgi_modif-4-rue-pytheas-13001_2020_00380.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,15 rue Saint-Bazile : Arrêté de péril du 17/12/20108 - Main levée partielle du 24/01/2020  - Main levée du 21/02/2020,Main levée du 21/02/2020,http://marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-15-rue-st-bazile-13001_2020_00533.pdf,15 rue Saint-Bazile,13001.0,True,ml-15-rue-st-bazile-13001_2020_00533.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,62 rue d'Aubagne : Arrêté de péril du 16/01/2019 - Main Levée partielle du 13/05/2019 - Main Levée du 21/02/2020,Main Levée du 21/02/2020 ,http://marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-62-rue-aubagne-13001_2020_00524.pdf,62 rue d'Aubagne,13001.0,True,ml-62-rue-aubagne-13001_2020_00524.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,60 rue du Commandant Mages- Main Levée du 19/02/2020,Main Levée du 19/02/2020,http://marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-60-rue-cdt-mages-13001_2020_00465.pdf,60 rue du Commandant Mages,13001.0,True,ml-60-rue-cdt-mages-13001_2020_00465.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,19 rue Glandèves : Arrêté de péril du 15/02/2019 - Main levée du 21/02/2020,Main levée du 21/02/2020,http://marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_19-rue-glandeves-13001_2020_00521_vdm.pdf,19 rue Glandèves,13001.0,True,ml_19-rue-glandeves-13001_2020_00521_vdm.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,8 rue Jemmapes : Arrêté de péril du 05/06/2019 - Main levée du 19/09/2019,Main levée du 19/09/2019,http://marseille.fr/am%C3%A9lioration-de-lhabitat/sites/default/files/contenu/logement/Mains_Levees/ml_8-rue-de-jemmapes-13001_2019_03216_vdm.pdf,8 rue Jemmapes,13001.0,True,ml_8-rue-de-jemmapes-13001_2019_03216_vdm.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,120 la Canebière : Main Levée partielle du 14/06/2019,Main Levée partielle du 14/06/2019,http://marseille.fr/am%C3%A9lioration-de-lhabitat/sites/default/files/contenu/logement/Mains_Levees/mlp_120_la_cannebiere-13001_2019_02012_vdm.pdf,120 la Canebière,13001.0,True,mlp_120_la_cannebiere-13001_2019_02012_vdm.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,14 cours Saint-Louis / 2 rue de Rome / 2 rue Rouget de l'Isle : Arrêté de péril du 09/12/2019 - Main levée partielle du 07/02/2020,Main levée partielle du 07/02/2020,http://marseille.fr/sites/default/files/contenu/logement/Mains_Levees/2020_mlp_14-cours-saint-louis-2-rue-de-rome-2-rouget-de-lisle_2020_00319_vdm.pdf,14 cours Saint-Louis / 2 rue de Rome / 2 rue Rouget de l'Isle,13001.0,True,2020_mlp_14-cours-saint-louis-2-rue-de-rome-2-rouget-de-lisle_2020_00319_vdm.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,9 rue Nationale - Arrêté modificatif du 21/02/2020,Arrêté modificatif du 21/02/2020,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/modificatif_pgi-9-rue-nationale-13001_2020_00536.pdf,9 rue Nationale,13001.0,True,modificatif_pgi-9-rue-nationale-13001_2020_00536.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,3 rue Vacon / 1 rue Halle Delacroix,3 rue Vacon / 1 rue Halle Delacroix,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_3-rue-vacon-1-rue-halle-delacroix-13001_2020_00379_vdm.pdf,3 rue Vacon / 1 rue Halle Delacroix,13001.0,True,pgi_3-rue-vacon-1-rue-halle-delacroix-13001_2020_00379_vdm.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,36 cours Franklin Roosevelt,36 cours Franklin Roosevelt,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/36-cours-franklin-roosevelt-13001_2020_00464.pdf,36 cours Franklin Roosevelt,13001.0,True,36-cours-franklin-roosevelt-13001_2020_00464.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,31 rue Chateauredon,31 rue Chateauredon,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/31-rue-chateauredon-13001_2020_00534.pdf,31 rue Chateauredon,13001.0,True,31-rue-chateauredon-13001_2020_00534.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,29 rue Chateauredon,29 rue Chateauredon,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/29-rue-chateauredon-13001_2020_00535.pdf,29 rue Chateauredon,13001.0,True,29-rue-chateauredon-13001_2020_00535.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,58 rue d'Aubagne,58 rue d'Aubagne,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi-58-rue_daubagne-13001-2020_00523.pdf,58 rue d'Aubagne,13001.0,True,pgi-58-rue_daubagne-13001-2020_00523.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",2ème arrondissement,12 bis/ter rue d'Anthoine / chemin de la Madrague,12 bis/ter rue d'Anthoine / chemin de la Madrague,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_12bis-rue-d-anthoine-chemin-de-la-madrague2020_00446_vdm.pdf,12 bis/ter rue d'Anthoine / chemin de la Madrague,13002.0,True,pgi_12bis-rue-d-anthoine-chemin-de-la-madrague2020_00446_vdm.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",2ème arrondissement,29 rue Duverger,29 rue Duverger,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/29-rue-duverger-13002_2020_00529.pdf,29 rue Duverger,13002.0,True,29-rue-duverger-13002_2020_00529.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",3ème arrondissement,4bis impasse du Prophète : Arrêté du 25/01/2019 - Main levée du 10/02/2020,Main levée du 10/02/2020,http://marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_4bis-impasse-du-prophete-13003_2020_00350_vdm.pdf,4bis impasse du Prophète,13003.0,True,ml_4bis-impasse-du-prophete-13003_2020_00350_vdm.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",3ème arrondissement,212 boulevard National : Arrêté du 13/08/2019 - Main levée du 10/02/2020,Main levée du 10/02/2020,http://marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_212-boulevard-national-13003_2020_00352_vdm.pdf,212 boulevard National,13003.0,True,ml_212-boulevard-national-13003_2020_00352_vdm.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",3ème arrondissement,11 rue Clovis Hugues : Main levée du 10/02/2020,Main levée du 10/02/2020,http://marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_11-rue-clovis-hugues-13003_2020_00351_vdm.pdf,11 rue Clovis Hugues,13003.0,True,ml_11-rue-clovis-hugues-13003_2020_00351_vdm.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",3ème arrondissement,118 avenue Camille Pelletan,118 avenue Camille Pelletan,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/118-avenue-camille-pelletan-13003_2020_00447.pdf,118 avenue Camille Pelletan,13003.0,True,118-avenue-camille-pelletan-13003_2020_00447.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",3ème arrondissement,15 boulevard Charpentier - Main Levée du 25/02/2020,Main Levée du 25/02/2020,http://marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_-15-bd-charpentier-13003_2020_00548.pdf,15 boulevard Charpentier,13003.0,True,ml_-15-bd-charpentier-13003_2020_00548.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",5ème arrondissement,37 rue fernand Pauriol : Arrêté du 18/11/2019 - Main levée du 07/02/2020,Main levée du 07/02/2020,http://marseille.fr/sites/default/files/contenu/logement/Mains_Levees/mlp_37-rue-fernand-pauriol-13005_2020_00284_vdm.pdf,37 rue fernand Pauriol,13005.0,True,mlp_37-rue-fernand-pauriol-13005_2020_00284_vdm.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",6ème arrondissement,138 rue de Rome - Main Levée du 19/02/2020,Main Levée du 19/02/2020,http://marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-138-rue_-de-rome-13006_2020_00471.pdf,138 rue de Rome,13006.0,True,ml-138-rue_-de-rome-13006_2020_00471.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",6ème arrondissement,20 place Notre-Dame du Mont : Arrêté du 03/12/2019 - Arrêté du 10/01/2020 - Arrêté modificatif du 07/02/2020,Arrêté modificatif du 07/02/2020,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_modif_20-place-notre-dame-du-mont-13006_2020_00317.pdf,20 place Notre-Dame du Mont,13006.0,True,pgi_modif_20-place-notre-dame-du-mont-13006_2020_00317.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",6ème arrondissement,24 place Notre du Mont,24 place Notre du Mont,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_24-place-nd-du-mont-13006_2020_00470_vdm.pdf,24 place Notre du Mont,13006.0,True,pgi_24-place-nd-du-mont-13006_2020_00470_vdm.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",6ème arrondissement,15 rue Pastoret,15 rue Pastoret,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/15-rue-pastoret-13006_2020_00283.pdf,15 rue Pastoret,13006.0,True,15-rue-pastoret-13006_2020_00283.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",6ème arrondissement,47 rue des trois frères Barthélémy,47 rue des trois frères Barthélémy,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/47-rue-des-trois-freres-barthelemy-13006_2020_00527.pdf,47 rue des trois frères Barthélémy,13006.0,True,47-rue-des-trois-freres-barthelemy-13006_2020_00527.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",7ème arrondissement,41 rue d'Endoume : Arrêté du 13/12/2018 - Main levée partielle du 30/08/2019 - Main levée du 11/02/2020,Main levée du 11/02/2020,http://marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_41-rue-d-endoume-13007_2020_00378_vdm.pdf,41 rue d'Endoume,13007.0,True,ml_41-rue-d-endoume-13007_2020_00378_vdm.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",7ème arrondissement,10/12/14 boulevard Alexandre Delabre,10/12/14 boulevard Alexandre Delabre,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_10-12-14-bld-alexandre-delabre-13008_2020_00469_vdm.pdf,10/12/14 boulevard Alexandre Delabre,13007.0,True,pgi_10-12-14-bld-alexandre-delabre-13008_2020_00469_vdm.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",8ème arrondissement,131/133 rue du Rouet,131/133 rue du Rouet,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_131-133-rue-du-rouet-13008_2020_00479_vdm.pdf,131/133 rue du Rouet,13008.0,True,pgi_131-133-rue-du-rouet-13008_2020_00479_vdm.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",9ème arrondissement,23 Boulevard de Vaisseau : Arrêté du 26/12/2018 - Main levée du 10/02/2020,Main levée du 10/02/2020,http://marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_23-boulevard-du-vaisseau-13009_2020_00375_vdm.pdf,23 Boulevard de Vaisseau,13009.0,True,ml_23-boulevard-du-vaisseau-13009_2020_00375_vdm.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",10ème arrondissement,83 rue Antoine del Bello / 8 impasse Palazzo,83 rue Antoine del Bello / 8 impasse Palazzo,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_83-rue-antoine-del-bello_8-impasse-palazzo_2020_00356_vdm.pdf,83 rue Antoine del Bello / 8 impasse Palazzo,13010.0,True,pgi_83-rue-antoine-del-bello_8-impasse-palazzo_2020_00356_vdm.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",15ème arrondissement,10 rue Séraphin,10 rue Séraphin,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/10-rue-seraphin-13015_2020_00438.pdf,10 rue Séraphin,13015.0,True,10-rue-seraphin-13015_2020_00438.txt
Problème URL,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",16ème arrondissement,22/24 traverse Ténériffe,22/24 traverse Ténériffe,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_22-24-traverse-teneriffe-13016_2020_00445_vdm.pdf,22/24 traverse Ténériffe,13016.0,True,pgi_22-24-traverse-teneriffe-13016_2020_00445_vdm.txt
Problème URL,Arrêtés d'insécurité imminente des équipements communs,,15 boulevard Charpentier - 13003 - Main Levée du 25/02/2020,Main Levée du 25/02/2020,http://marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_insecurite_-15-bd-charpentier-13003_2020_00549.pdf,15 boulevard Charpentier,13003.0,True,ml_insecurite_-15-bd-charpentier-13003_2020_00549.txt
Problème URL,Arrêtés d'interdiction d'occuper,1er arrondissement,55 rue d'Aubagne - 13001,55 rue d'Aubagne - 13001,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ppm_55-rue-d-aubagne-13001_2020_00522_vdm.pdf,55 rue d'Aubagne,13001.0,True,ppm_55-rue-d-aubagne-13001_2020_00522_vdm.txt
Problème URL,Arrêtés de déconstruction,,6 rue de la Butte - 13002,6 rue de la Butte - 13002,http://marseille.fr/sites/default/files/contenu/logement/Arretes-deconstruction/deconstruction_6-rue-de-la-butte-13002_2019_03063_vdm,6 rue de la Butte,13002.0,True,deconstruction_6-rue-de-la-butte-13002_2019_03063_vdm.txt
Problème date,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,41 rue de Rome : Arrêté du 17/11/2018 - Arrêté modificatif du 23/12/2018,Arrêté modificatif du 23/12/2018,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/41-rue-de-rome-13001_2018_03462_modificatif-du-41-rue-de-rome.pdf,41 rue de Rome,13001.0,True,41-rue-de-rome-13001_2018_03462_modificatif-du-41-rue-de-rome.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,26 cours Lieutaud- Main Levée du 22/10/2019,Main Levée du 22/10/2019,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/26-cours-lieutaud-13001_2019_03540.pdf,26 cours Lieutaud,13001.0,True,26-cours-lieutaud-13001_2019_03540.txt
Problème date,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,20 boulevard Garibaldi : Arrêté de péril du 20/11/2018 - Arrêté de réintégration du 22/12/2018 - Main levée du 16/09/2019,Arrêté de péril du 20/11/2018,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/20-boulevard-Garibaldi-13001_2018_02965-edited.pdf,20 boulevard Garibaldi,13001.0,True,20-boulevard-Garibaldi-13001_2018_02965-edited.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,20 boulevard Garibaldi : Arrêté de péril du 20/11/2018 - Arrêté de réintégration du 22/12/2018 - Main levée du 16/09/2019,Arrêté de réintégration du 22/12/2018,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/REINTEGRATION-20-BOULEVARD-GARIBALDI-13001_2018_03458.pdf,20 boulevard Garibaldi,13001.0,True,REINTEGRATION-20-BOULEVARD-GARIBALDI-13001_2018_03458.txt
Problème date,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,18 rue Jean Roque : Arrêté de péril du 21/11/2018 - Arrêté de péril modificatif du 05/03/2019 - Main Levée du 15/10/2019,Arrêté de péril du 21/11/2018,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/18-rue-Jean-Roques-13001_2018_02992-edited.pdf,18 rue Jean Roque,13001.0,True,18-rue-Jean-Roques-13001_2018_02992-edited.txt
Problème date,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,24 rue Vacon : Arrêté de péril du 25/11/2018 -  Main Levée du 6/12/2018,Arrêté de péril du 25/11/2018,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/24-rue-Vacon-13001_2018_03023.pdf,24 rue Vacon,13001.0,True,24-rue-Vacon-13001_2018_03023.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,12 rue Chateauredon : Arrêté de péril du 14/12/2018 - Main Levée partielle du 20/02/2019 - Interdiction d'occuper du 29/11/2019 - Arrêté modificatif du 17/01/2020,Interdiction d'occuper du 29/11/2019,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ppm_12-rue-chateauredon-13001_2019_04097_vdm.pdf,12 rue Chateauredon,13001.0,True,ppm_12-rue-chateauredon-13001_2019_04097_vdm.txt
Problème date,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,1 Traverse Saint-Bazile : Arrêté de péril du 19/12/2018 - Main levée partielle du 25/07/2019 - Main levée du 13/08/2019,Arrêté de péril du 19/12/2018,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/1-traverse-saint-bazile-13001_20181219-pi_2018-03437.pdf,1 Traverse Saint-Bazile,13001.0,True,1-traverse-saint-bazile-13001_20181219-pi_2018-03437.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,20 rue des Petites Maries : Arrêté d'évacuation du 30/11/2018 - Arrêté de réintégration du 22/12/2018,Arrêté d'évacuation du 30/11/2018,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ARRETE_D_EVACUATION_2018_03103.pdf,20 rue des Petites Maries,13001.0,True,ARRETE_D_EVACUATION_2018_03103.txt
Problème date,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,20 rue des Petites Maries : Arrêté d'évacuation du 30/11/2018 - Arrêté de réintégration du 22/12/2018,Arrêté de réintégration du 22/12/2018,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/20-rue-des-petites-maries-13001_2018-12-22-pi-reintegr_2018-03460.pdf,20 rue des Petites Maries,13001.0,True,20-rue-des-petites-maries-13001_2018-12-22-pi-reintegr_2018-03460.txt
Problème date,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,29 rue Tapis Vert : Arrêté de péril du 24/12/2018 - Main Levée du 03/07/2019,Arrêté de péril du 24/12/2018,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/29-rue-tapis-vert-13001_2018-12-24_pi_2018-03474.pdf,29 rue Tapis Vert,13001.0,True,29-rue-tapis-vert-13001_2018-12-24_pi_2018-03474.txt
Problème date,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,"31, 33 rue Adolphe Thiers : Arrêté de péril du 26/12/2018 - Main levée partielle du 29/01/2019",Arrêté de péril du 26/12/2018,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/31_33-rue-adolphe-thiers-13001_2018-12-26-pi_2018-03484.pdf,"31, 33 rue Adolphe Thiers",13001.0,True,31_33-rue-adolphe-thiers-13001_2018-12-26-pi_2018-03484.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,39-41-43 rue de la Palud / 1 Domaine VENTRE : Arrêté de péril du 24/01/2019 - Arrêté de déconstruction du 41 et 43 rue de la Palud du 31/01/2019 - Arrêté modificatif de déconstruction du 41 et 43 rue de la Palud du 07/02/2019 - Arrêté de réintégration partielle suite aux opérations de déconstruction des 41 et 43 rue de la Palud du 02/05/2019,Arrêté de réintégration partielle suite aux opérations de déconstruction des 41 et 43 rue de la Palud du 02/05/2019,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/41-43-rue-de-la-palud-13001_2019_01412.pdf,39-41-43 rue de la Palud / 1 Domaine VENTRE,13001.0,True,41-43-rue-de-la-palud-13001_2019_01412.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,20 rue Corneille : Arrêté de péril du 29/01/2019 - Arrêté modificatif de péril du 15/02/2019 - Main Levée partielle du 20/10/2019,Arrêté de péril du 29/01/2019,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/20-RUE-CORNEILLE-13001_2019_00344.pdf,20 rue Corneille,13001.0,True,20-RUE-CORNEILLE-13001_2019_00344.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,20 rue Corneille : Arrêté de péril du 29/01/2019 - Arrêté modificatif de péril du 15/02/2019 - Main Levée partielle du 20/10/2019,Main Levée partielle du 20/10/2019,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/mlp_-20-rue-corneille-13001_2019_03747.pdf,20 rue Corneille,13001.0,True,mlp_-20-rue-corneille-13001_2019_03747.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,20 rue d'Anvers,20 rue d'Anvers,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/20-RUE-D-ANVERS-13001_2019_00405.pdf,20 rue d'Anvers,13001.0,True,20-RUE-D-ANVERS-13001_2019_00405.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,73 rue d'Aubagne : Arrêté du 07/03/2019 - Main levée partielle du 09/08/2019,Arrêté du 07/03/2019,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/73-RUE-D-AUBAGNE-13001_2019_00819.pdf,73 rue d'Aubagne,13001.0,True,73-RUE-D-AUBAGNE-13001_2019_00819.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,14 rue Poids de la Farine/11 rue Vincent Scotto,14 rue Poids de la Farine/11 rue Vincent Scotto,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/14-rue-poids-de-la-farine-13001-pgi_2019_01097.pdf,14 rue Poids de la Farine/11 rue Vincent Scotto,13001.0,True,14-rue-poids-de-la-farine-13001-pgi_2019_01097.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,75 rue Longue des Capucins / 16 rue de la Fare : Arrêté de péril du 22/05/2019 - Arrêté de péril simple du 02/12/2019,Arrêté de péril simple du 02/12/2019,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ps_75-rue-longue-des-capucins_16-rue-de-la-fare-13001_2019_04063_vdm.pdf,75 rue Longue des Capucins / 16 rue de la Fare,13001.0,True,ps_75-rue-longue-des-capucins_16-rue-de-la-fare-13001_2019_04063_vdm.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,81-83 rue Curiol : Arrêté d'interdiction d'occuper / de péril pour les 81-83 rue Curiol - Arrêté de péril pour le 81 rue Curiol - Arrêté de péril pour le 83 rue Curiol du 09/08/2019,Arrêté d'interdiction d'occuper / de péril pour les 81-83 rue Curiol,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_81-83-rue-curiol-13001_interdiction_occuper_79-81-83-85-rue-curiol-26-place-jean-jaures-13001_2019_02616.pdf,81-83 rue Curiol,13001.0,True,pgi_81-83-rue-curiol-13001_interdiction_occuper_79-81-83-85-rue-curiol-26-place-jean-jaures-13001_2019_02616.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,29 rue des Dominicaines,29 rue des Dominicaines,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ps_29-rue-des-dominicaines-13001_2019_03108_vdm.pdf,29 rue des Dominicaines,13001.0,True,ps_29-rue-des-dominicaines-13001_2019_03108_vdm.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,10 boulevard de la Liberté / 20 rue Lafayette - Arrêté modificatif du 20/11/2019,10 boulevard de la Liberté / 20 rue Lafayette,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_10-boulevard-de-la-liberte_20-rue-lafayette-13001_2019_03488_vdm.pdf,10 boulevard de la Liberté / 20 rue Lafayette,13001.0,True,pgi_10-boulevard-de-la-liberte_20-rue-lafayette-13001_2019_03488_vdm.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,22 rue du Tapis Vert,22 rue du Tapis Vert,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/22-rue-du-tapis-vert-13001_pgi_2019_03876.pdf,22 rue du Tapis Vert,13001.0,True,22-rue-du-tapis-vert-13001_pgi_2019_03876.txt
Problème date,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",1er arrondissement,40 rue Sainte-Bazile : Arrêté à dire d'expert du 16/12/2019 - Arrété de péril du 03/01/2020,Arrêté à dire d'expert du 16/12/2019,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_40-rue-saint-bazile-13001_2019_04395.pdf,40 rue Sainte-Bazile,13001.0,True,pgi_40-rue-saint-bazile-13001_2019_04395.txt
